X,Y
0.0,-0.526962758553089
0.20408163265306123,-0.1356801068896646
0.40816326530612246,-0.8559505105980773
0.6122448979591837,-0.9775022945255044
0.8163265306122449,0.04922095397786158
1.0204081632653061,1.2377521560761935
1.2244897959183674,0.9726364408916605
1.4285714285714286,0.7860633454511718
1.6326530612244898,1.0177518052076606
1.836734693877551,1.1684867437889972
2.0408163265306123,0.4732536935403188
2.2448979591836737,0.5434135188784119
2.4489795918367347,1.0299273965070124
2.6530612244897958,0.969830906669402
2.857142857142857,1.0148784468484116
3.0612244897959187,0.7748528430923367
3.2653061224489797,0.3821588921240001
3.4693877551020407,-0.055859405735468104
3.673469387755102,-1.3159776612235872
3.8775510204081636,-0.6852593544041078
4.081632653061225,-1.0960127351358497
4.285714285714286,-1.5490222259686617
4.4897959183673475,-0.7894541698391433
4.6938775510204085,-0.47865615966625136
4.8979591836734695,-1.7259159661153676
5.1020408163265305,-0.6073583332966832
5.3061224489795915,-0.8767480941378765
5.510204081632653,-0.7792180280656795
5.714285714285714,-0.880124425658956
5.918367346938775,-0.3696361814743879
6.122448979591837,0.5860346221975714
6.326530612244898,1.1256027996517237
6.530612244897959,0.48267673768049013
6.73469387755102,0.9508695344889354
6.938775510204081,-0.19707874082498272
7.142857142857143,-0.4904735666459883
7.346938775510204,0.23540207143370384
7.551020408163265,-0.23543068839805203
7.755102040816327,-0.7484053827865745
7.959183673469388,-0.7829326979793398
8.16326530612245,-0.5641036589510796
8.36734693877551,-0.17472630127616567
8.571428571428571,-0.140071597303423
8.775510204081632,-0.26111520382890735
8.979591836734695,-0.060093682671995
9.183673469387756,-0.5850787606469647
9.387755102040817,-0.24731475117775048
9.591836734693878,-0.6590395217321501
9.795918367346939,-0.27348795957423727
10.0,0.8099370890925989
