X,Y
0.0,8.931899881641215
0.20408163265306123,7.126670710727544
0.40816326530612246,6.064994609519178
0.6122448979591837,5.982455318331326
0.8163265306122449,5.598437098741264
1.0204081632653061,6.533918648031905
1.2244897959183674,6.381014394658986
1.4285714285714286,6.633085073794382
1.6326530612244898,8.477029924467173
1.836734693877551,9.05541675842607
2.0408163265306123,9.931421627488447
2.2448979591836737,10.670467508028704
2.4489795918367347,10.402883787572144
2.6530612244897958,9.945057778612757
2.857142857142857,8.137767338503142
3.0612244897959187,7.342473261665128
3.2653061224489797,6.272720617552336
3.4693877551020407,8.439845529920639
3.673469387755102,7.74489834156224
3.8775510204081636,8.369703691732834
4.081632653061225,9.061949067980118
4.285714285714286,10.630904503573325
4.4897959183673475,10.650126539262477
4.6938775510204085,11.928459014907155
4.8979591836734695,11.625680668580747
5.1020408163265305,11.515474010315918
5.3061224489795915,11.403261342882086
5.510204081632653,12.071823295496674
5.714285714285714,9.894845502209224
5.918367346938775,10.692682690214337
6.122448979591837,8.416410531972428
6.326530612244898,9.77097583805165
6.530612244897959,11.135750893259635
6.73469387755102,13.059097839654568
6.938775510204081,13.418946661384537
7.142857142857143,14.470732722093198
7.346938775510204,14.081800355669415
7.551020408163265,13.647666225659748
7.755102040816327,14.12226051066666
7.959183673469388,12.407331897102544
8.16326530612245,11.18008785400745
8.36734693877551,10.728385379639798
8.571428571428571,11.732422770358601
8.775510204081632,12.055520101899127
8.979591836734695,13.015883189633195
9.183673469387756,13.1299515992894
9.387755102040817,16.164971727353638
9.591836734693878,14.166152454077336
9.795918367346939,14.905009182839816
10.0,15.659222040109688
